id,sentence
352,아이디어스 에도 등록해 판매중인 언니의 아니 정확히는 형부의 작품들 잘 쓸께요
353,말씀과 묵상기록과 도움말과 간증이 또박또박 각 자리를 채워 나의 묵상이 풍성하도록 해준다
354,이건 저번에 보내준 선물 묵상책에 꼬옥 맞게 제작된 가죽커버이다
355,내 이름도 꾹꾹 눌러 애착이 생기지 아니할 수 없게 만들었다
356,나를 너무 잘 아는 사람 가죽커버는 내가 사용하는 생활감을 고스란히 받아들이는 무슨 어떤 가죽이라고 설명해줬다 난 참 기억력도 좋지 않은데 미안하지만 그래도 괜찮다고 쓰담쓰담 해줄 언니 이렇게 꼬옥 맞도록 어쩜 이렇게 잘 만들었을까 세심하게 메모꽂이도 만들어줬는데 교회에서 우편으로 보내 준 올해의 말씀을 꽂아둘 수 있었다 어쩜 이렇게 딱 맞춘거지 소스라치게 놀랄정도로 딱 맞다 지난 3.
357,4월의 묵상책을 빼어내고 5.
358,6월의 묵상책을 끼워 넣는다 사람들은 약해빠진 사람들이 종교를 갖는다 고 한다
359,나는 너무 연약하다
360,그래서 세상 모든 것이 나를 버리고 등돌렸다고 생각할 때 그 사무치는 배신감과 외로움과 쓸쓸함과 고통과 힘겨움과 아픔과 좌절이 내게 힘껏 쏟아지는 것 같을 때 내가 오롯이 잡고 있는 것 하나가 이 믿음 이다
361,그래서 결국 살고 있으니 그럼 된 것 아닌가
362,이건 처음 묵상책을 받았을 때 내가 찍어둔 사진이다
363,이렇게 고운 모습이었는데 나랑 함께하며 생긴 곱지 않은 흔적들도 참 좋다 꾹꾹 눌러 새겨 넣어 준 내 이름 그러고보니 저 가죽파우치도 지금 내 가방에 들어 있다
364,내가 참 많은 선물을 받았구나
365,사실 이 외에도 브라운 가죽 파우치랑 양가죽 필통이랑 가죽 트레이랑 가죽 팔찌랑 가죽 핸드폰가방도 선물 받았다 내게 가장 사랑스러운 명품 언니가 내게 차곡차곡 보내주는 사랑 내게 참 감사한 사람이다
366,오늘일기 너무 진심적으로 썼네
367,"쓰는 김에 무의식적인 흐름이지만 감사한 마음으로 형부의 아이디어스 스토어도 슬쩍 남겨놔야겠다 반드시 필요한 사람이 발견할 수 있길 아바드가죽공방 당신의 삶에 기쁨이기를 좋아하는 작가로 누르시면 업뎃알람, 이벤트, 각종 쿠폰 소식 등을 받아보실 수 있습니다"
369,아침부터 계획한 일을 하기 위해 움직이는 남푠따라 같이 움직여봐유 요즘따라 음식에 참기름을 많이 먹다가 보니 나온 소리가 또 일을 만들었시유
370,들깨는 안심어도 참깨는 심어야 할라나
371,봐 가져왔시유
372,참깨종자를 한다고 놔둔것을 실버가 냉동실에 넣어두고 다 먹어서 씨도 먹었는디...
373,참말로 재주도 좋아유 헐수 없이 또 포트에 참깨를 심어유 이것을 끝나면 좋쥬
374,참깨가 자라서 다시 밭으로 일일이 심어야 하는게 일이니 그게 문제구먼유 그러면서 남푠 말이 어째 세 판만 하라고 빼주었는데 네 판이나 심으셨네
375,그류 하나는 그냥 몇개 겹쳐서 던져둔것을 그것도 하라고 한 줄 알고 열심히 심었던 것이쥬
376,문제는 판이 겹쳐져서 빼는데 얇다보니 깨질라...
377,둘이 조심조심 오전에 나갔다 올게
378,하던 남푠이 몇 시간 후에 나타났시유
379,테라스 지붕 보강을 하기 위해 나무를 사가지고 왔대유
380,마늘쫑 뽑다가 얼른 나가서 저기 맞은편은 약 주는데...
381,우리와 비교거부한대유 에효...
382,어째 실버 눈에는 우리 마늘이 영 싱싱해 보이지를 않은데 남푠은 잘 크고 있다고 허니 뭐라 더 말도 못혀유 보강재로 사온 나무가 튼튼혀서 비 오면 샌다고 내려 앉는다고 걱정이었던것을 한 방에 해결해줄것 같어유 근디 힘들게 실버가 쪼그리고 앉아서 뿌린 도라지 를 자꾸 차에 실어유 뭔일이래 또 다시 알게된 분에게 선물하는 것이래유
383,집으로 들어오는 입구에서 난을 키우시는 분이신데 엄청 크게 하셔유 이웃형님이 서로 알고 지내라고 함께 밥 먹으며 정식으로 소개해주셨대유
384,매일 시간 날때 마다 조금씩 도는 마늘 쫑 뽑기 남푠은 많이 큰 뒤 에 날 잡아서 해야 한다지만 그건 일을 힘들게 하는것이니 일 없는 실버가 산책삼아 마늘 밭을 보물찾기하는 것처럼 배회하고 있시유
385,한 바퀴 돌고 왔는디...
386,아까 토관 위에서 실버가 뭐하냐고 불렀는디..
387,혹시라도 어쩌까나 싶다가도 아니야 빠졌어도 나왔을겨...
388,"줄이 없었는디,,, 올라올때 아무것도 안보였는디.."
389,흐미 슬퍼요.
390,별 생각을 다 하며 혹시라도 싶어 토관을 가려는 찰나 남푠이 보였시유
391,마늘 밭에서 쪼그리고 앉아 풀 뽑고 있었던규 흐미야 오늘은 마늘 밭에 물을 줘야 한대유
392,너무 물을 안주어서 땅이 마르면 마늘쫑이 빨리 올라온다고 허네유 소나무 밭에 물을 주면 물을 조금이라도 아끼기위해 다시 받아서 토관으로 향하게 해주는 장치를 했시유
393,물을 듬뿍 마시고 남은 물은 다시 토관으로 지붕우수관으로 나오는 빗물장치도 해본다는데...
394,언제 매일 마늘쫑 순례를 하면 이만큼씩 따 오다보니 요즘은 마늘쫑 반찬 하기 바뻐유 마늘쫑과두부만 넣은 연한 된장국도 맛있네
397,심포항이란 곳에 갔습니다.
398,마음이 너무 힘들어 바람을 좀쐬면..
399,고향에 다녀오면 하는 생각에서 갔지요.
400,마음이 더 아파옵니다.
401,아주 예쁜 두마리의 애기가 있었습니다.
402,언제부터 있었는지..
403,그래도 모습을보니 버린 주인이 꽤나 신경써준 모습인데 저 이쁜 애들을..
404,전 알레르기가 있습니다.
405,어떤 결과가 올지 알기에 저 아이들한테 다가가지도 못합니다.
406,그렇지만 발걸음이 떨어지질 않습니다.
407,왠지 저 아이들의 모습에서 제 모습이 비춰지듯..
408,인터넷을 뒤져봅니다.
409,신고는 어떻게 해야하는지.
410,시청에다가 전화도하고 유기견센터..
411,여러곳에 전화를 돌려도 시원스레 해결이 되질 않습니다.
412,낙담하던차에 119에 전화를 걸었더니 110번을 소개를 해줍니다.
413,유기견에 대해 또 다시 설명을 해주니 이제 포획을 해주는 부서에 연결이 되네요.
414,근데 그 곳도 아시더군요.
415,아이들이 버려진지 꽤된듯 합니다.
416,제가 먹이를 주었더니 가만히 있었다
417,라는 정보를 알려줍니다.
418,다시 신고접수가 되었고 먹이를 이용한 포획계획을 세우겠다는 말을 해줍니다..
419,전 여기까지 입니다.
420,도와주지 못해 미안하다.
421,연락을 마친뒤 제가 먹으려던 간식을 꺼내서 아이들 앞에 내어줍니다.
422,얼마나 바가 고팠던지..
423,제가 차에 타려하자 아이들이 제게 다가옵니다.
424,다음엔 너희를 언제나 사랑해주는 좋은 주인을 만나.
426,네이버페이에 눈먼 여자 마쟈요?!
427,네이버페이에 영혼을 걸었으니 오랜만에 털어보는 일상!!!!
428,일주일에 2번이나 만들어먹은 핫도그빵빵빵!!!
429,이거 너모 맛있어요
430,우리집 근처 사는 사람이면 다 나눠주고품 혹쉬 이 글은 보고 계시는 오프라인 이웃님 중에 우리집 근처라서 받으러 오실 수 있우면 연락주세요
431,아직 냉동고에 몇개 숨겨둔게 있오요!!
432,작게 모닝빵 사이즈로도 만들어서 아가있는 집에 놀러도 댕겨와쒀요 나 빵 좀 잘하눈듯 제과제빵 자격증 실력을 집에서만 써봅니다
433,열심히 만든 보람있게 핫도그만들기 대회도 개최해보았어요
435,언니랑 혜빈이 아영언니 지은언니 우리오빠 보라
436,언니가 오빠거보고 초딩이 엄마한테 효도하겠다고 만든 곳 같다ㅤㄱㅗㅋ 제일 못 만들었눈
437,눈데 제일 귀여워요?
438,작고 귀엽고 예쁜 솜솜이 보러 댕겨왔오요
439,넘모 기여븐 등짝 어떻게 이렇게 작고 소중하지?!!!
440,이뿐 다솜이 돌상을 함께했어요
441,케이크 주문도 해갔답니다
442,아 내년에는 이모가 케키 만들어줄게?!!!!
444,그뒤로 열심히 진료를 받으러 다니고 있오요 이날은 머리에 침을 놔주시더라구요?
445,안테나 꽂고 10분동안 얌전히 있었어요....
446,머리는 안놨으묜 좋겠어요....
447,어머님이 챙겨주신 문어다리!!!
448,완전 큰 문어인지 2개인데도 제 주먹보다 커요?!
449,어머님은 맨날 맛있는거 있으면 다 챙겨주시는 것 같아요
450,저번에 게장도 맛있게 먹었눈데에 행복한 돼지가 되어갑니다
451,열심히 썰어본 문어 처음 해봐서 너무 동글동글하게 됐지만 그래도 만족!!!
452,접시가 작아보이지만 진짜 큰 접시인데 문어다리 2개로 가득 채워졌어요
453,너모 행복했던 식사 행복해요.
455,어제 급섭외 되어 영화 촬영 다녀왔지요
456,영화 극한직업 차기작 강원도 정선으로 새벽촬영 다녀왔어요
457,다행히 자차로 안 가고 전세버스로 이동 휴우 !!!
458,새벽운전 무서워요 촬영장소는 정선 하이원 야경 완전 멋짐요!!
459,하이원리조트그랜드호텔 컨벤션타워 강원도 정선군 사북읍 하이원길 265 제가 다녀 본 영화촬영 현장 분위기는 늘 좋아요 역할이 작던 크던 대배우 처럼 극진하게 대해 주세요
460,영화 스텝분들의 전통인가?
461,제 촬영소품이 조금 무게가 나갔는데 소품팀에서 제씬 끝나자 마자 무겁다고 뛰어와서 들어주시고 !!!!
462,다시 촬영될 때 까지 대신 들어주시고 와우 !!!
463,왠지 대배우된 느낌 특히 영화는 한씬 한씬 자수를 놓듯이 정성스럽게 만드십니다
464,영화나 드라마 제작 현장 보신다면 완성작 보시고 쉽게 평가 할 수 없을거에요
465,제가 들어가는 씬도 완성작으로 보시면 평이 한 씬일 텐데 몇번을 찍었나 몰라요 !!!
466,카메라 뒤에서 따라오고 앞에서 찍고 옆에서 찍고 윤여정 배우가 작퓸을 선택하는 기준 사람 이라고 하셨잖아요
467,정말 좋은 사람들이 만드는 현장 !!
468,그리고 보면 현장 분위기가 좋은 곳이 나중에 보면 흥행도 잘 되더라구요 !!
469,사람들 소중히 하는 한국영화 늘 흥해라 !!!
470,아 이번에 다녀온 작품 정보 흘리고 싶어서 입이 근질 근질 한데요
471,진짜 이쁜 여배우랑 대사 하는 씬 있었어요
472,그리고 감독님도 흥행 보증수표 감독님 !!
473,이정도 애들도 다 커서 지방 촬영 다녀도 편해졌어요
474,정선 사진 보내니깐 울 아들은 놀러 간 줄 2021년 일년에 딱 3편만 영화 출연하면 좋겠어요
476,"소개 겸 나도 열심히 쓰겠다,는 공언이기도 하다."
478,요약하면 아래와 같다.
480,여러분의 사랑과 관심으로 서로이웃이 가득 찼습니다.
481,이웃으로 추가해주세요.
482,오늘 일기 쓰고 네이버 포인트 받아요!
483,오늘일기 분량 상관 없이 전체 공개 로 5월 1일부터 14일까지 2주간 블로그에 매일매일 나의 하루를 남기면 된다.
485,"연재를 이어가면 해당 분야 위젯 의 스타터, 주니어, 마스터 순으로 기록의 힘 ?!!"
486,이 커진다.
487,좋은 도전인거 같아서...
489,나는 좋은 부모와 최근 공부를 시작한 임상심리사 마스터하기 위해 꾸준히 글을 써볼까 한다.
491,"나는 원래 1일 1포스팅이 목표였으니, 블로그 메뉴들을 정비하고 그간 미뤘던 독서, 육아 포스팅을 올려보려고 한다."
492,1일 1포스팅 과연 성공할 수 있을까....
493,모두 함께 도전해요!
495,1일1포스팅이 쉽지 않은데 분량제한이 있는 건 아니니 잇님들도 도전해보세요.
496,저도 짧지만 기록해둘만한 육아일기로 도전해보고자 해요
498,퇴근 후 첫찌를 데리고 집에오면 둘찌가 자기전까지 짧은 시간을 함께 보내는데 둘찌가 엄마보다는 아빠 !
499,하며 엄마품에서 앵 하고 울어버리는 순간.
500,서운할 때도 있지만 유후 할 때도 있었다는 점 인정.
501,일하고 지쳐서 들어오는 날에는 씻고 밥 먹고나면 잘 시간일때가 많아서 둘찌랑 온전히 시간을 보내는 날은 주말 뿐이더라는..
502,훌쩍 언니가 저리가라고 매몰차게 대해도 아랑곳하지 않고 졸졸 쫓아다니는 둘찌.
503,요즘 둘찌의 주특기는 언니 머리채잡기?
504,"언니 멱살잡기,언니 장난감 뺏기등등.."
505,점점 특기종목을 갱신하고 있는데 당하는 언니도 가만히 있는 분이 아니셔서 조만간 전쟁이 일어나지 않을까 싶다는...
506,"그래도 아직은 늘 승자가 둘찌 그렇게 아가 예쁘다고 좋아하던 연아양은 어디로 지금은 엄마, 빨리 설아 잡고 있어 !"
507,내가 가지고 노는 장난감 이렇게 하잖아
508,하면서 징징 시작 언니 좋아하는것도 신기하고 귀여워서 연아의 반응도 왜이렇게 귀여운지 도치맘 어디 안 갔어요
509,심하지만 않으면 제재를 하진 않고 있는데 첫찌 성격이 점점 난폭해지는 느낌 어젠 둘찌 가지고 놀라고 꺼낸 쌓기 장난감을 자기꺼 라면서 가지고 놀다가 둘찌가 돌진하니까 설아가 다시 엄마 뱃속으로 들어갔으면 좋겠어 !
510,!!!! 그동안 첫찌도 쌓인게 많구나 싶어 둘찌를 아빠에게 맡기고 쌓기놀이를 신나게 함께 해주고 웃어주고 수다떨고 이야기를 들어주니 금새 좋아서 웃는 첫찌 짠 엄마가 잘하께
