en_sentence,ko_sentence,emotion
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,나는 다시 블로그를 하고 있다. 나는 여기 앉아서 내 개와 고양이 등에 만족하고 있다. 그리고 나는 우리가 얼마나 운이 좋은지 안다.,joy
i started feeling funny and then friday i woke up sick as a dog,나는 이상함을 느끼기 시작했고 금요일 나는 개처럼 아팠다.,surprise
i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,나는 억압된 기억 치료가 될 수 있는 마녀사냥으로부터 부모님을 보호할 필요성을 느낀다.,sadness
i feel disgusted to even be associated with this woman by my race and nationality,나는 내 인종과 국적에 의해 이 여성과 연관되는 것조차 혐오스럽다.,anger
i laughed then bitterly again but i wasnt feeling bitter,나는 그때 다시 씁쓸하게 웃었지만 나는 씁쓸하지 않았다.,anger
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,"나는 그가 무엇을 느끼고 있는지 알 수 없었고, 그때 나는 그가 우리와 함께 그곳에 있기를 바랐다고 생각했다. 왜냐하면 우리 각자는 그것이 처음에 우리가 얼마나 싫어했는지 그것이 우리가 영원히 기억할 경험이라는 것을 알고 있었기 때문이다.",sadness
i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,나는 꽤 부드러움을 느끼고 있었고 감기가 시작될 때 입기 쉬운 부드럽고 편안한 모습을 원했다.,joy
i told him that maybe i just need time to think how ive been feeling indecisive about things lately,나는 그에게 내가 최근에 어떻게 우유부단하게 느끼고 있는지 생각할 시간이 필요할지도 모른다고 말했다.,fear
i still feel it does the genre a disservice when stories are resolved artifically,나는 여전히 이야기가 인위적으로 해결될 때 장르에 해가 된다고 느낀다.,joy
i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,나는 예술적인 분위기에 있는 동안 내 이름을 쓸 때 예술적인 느낌을 받을 때 항상 안다. 나는 마니츠에서 나는 동그라미를 그린다. 더 큰 점일수록 더 예술적인 느낌을 받는다. 그리고 그것이 스페인어의 악센트 마크와 같은 선이라면 화가 난다.,joy
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,나는 내가 브라질에 있을 때 큰 폭풍의 한가운데에 있는 산의 가파른 언덕을 오르는 버스를 탔을 때 우리가 떨어질까 하고 매우 두려워했던 것을 기억한다.,fear
i could feel her whimper to the thought of being unloved and uncared for,나는 사랑받지 못하고 보살핌을 받지 못한다는 생각에 그녀가 훌쩍이는 것을 느낄 수 있었다.,sadness
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,"나는 분명히 앉아서 너에게 내 개인적인 삶에서 무슨 일이 일어나고 있는지 말하지 않을 것이지만, 만약 네가 내 인생에서 무슨 일이 일어나고 있는지 궁금하다면, 네가 해야 할 일은 그 쇼를 보는 것뿐이라고 느낀다.",surprise
im sorry that there wasnt more humor in this post but im not feeling all that funny,이 게시물에 더 많은 유머가 없어서 미안하지만 나는 그렇게 웃기지 않아.,surprise
i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,나는 폭포와 산을 걷고 달리는 환상적인 세계의 문에 발을 들여놓은 것 같다.,joy
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,나는 내가 질투하는 소녀를 느끼는 것을 내가 불안해서가 아니라 내가 사랑하는 사람에게 달콤한 믿을 만한 친구를 사랑하기 때문에 너에게 직접적으로 말한다.,anger
i feel strange coming back to work after my one day holiday,하루 휴가를 마치고 회사로 돌아오니 기분이 이상하다.,fear
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,예를 들어 나는 에밀리 디킨슨의 대쉬 행복에 분명히 영향을 받았고 소네트에서의 서두르는 즐거움의 감정을 높이기 위해 콜론이나 세미콜론 대신 대쉬를 사용했다.,anger
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,내가 더 뚱뚱한 이유는 내 인생에서 유일하게 통제할 수 있는 것은 내가 가난하고 소외된 어린 소녀들의 지옥을 느끼는 첫 번째 세계로의 불가능한 날로부터 집에 돌아왔을 때 빵에 땅콩버터를 먹을 수 있는지 여부이기 때문이다.,sadness
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,"나는 그 장르를 되찾겠다고 주장할 수 있었지만, 그것은 내 머리를 벽에 부딪힐 정도로 완전히 좌절감을 남기지는 않았다.",anger
i feel so sad and hopeless,나는 너무 슬프고 절망적이다.,sadness
im getting the feeling that my classes are a little intimidated by the concept of a lit,나는 내 수업들이 불이라는 개념에 약간 겁을 먹고 있다는 느낌을 받는다.,fear
i still feel groggy but i have to get up to do the routine for my son,나는 여전히 기분이 좋지 않지만 내 아들을 위해 일상을 하기 위해 일어나야 한다.,sadness
i have a feeling my view isnt going to be very popular and thats fine,내 견해는 별로 인기가 없을 것 같고 그건 괜찮아.,joy
i want to hold this feeling of shocked awe and wonder forever,나는 충격을 받은 경외감과 경이로움의 이 감정을 영원히 간직하고 싶다.,surprise
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,내가 작년 시험 결과가 나왔다는 소문을 들었을 때 나는 내가 실패자 중 하나일지도 모른다는 두려움이 있었다.,fear
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,나는 내가 가치 있다고 느끼고 감사하며 나를 사랑하는 사람들이 관계의 본질이 바뀌어도 아무데도 가지 않는다는 것을 알고 싶다.,joy
i know there are days in which you feel distracted,나는 네가 산만하다고 느끼는 날이 있다는 것을 안다.,anger
i use it regularly with relaxing music and always feel invigorated afterward,나는 편안한 음악과 함께 규칙적으로 그것을 사용하고 그 후에 항상 활력을 느낀다.,joy
im feeling distracted i tend to practice with my eyes shut as much as possible,나는 산만함을 느낀다 나는 가능한 한 눈을 감고 연습하는 경향이 있다.,anger
i feel like its perfect a w see youtube has its influences i even know trends,유튜브가 영향을 미치는 것을 보니 나는 그것이 완벽하다고 느낀다. 나는 심지어 트렌드를 알고 있다.,joy
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,나는 특히 탱고가 부끄러움을 느끼고 좋은 사진을 얻을 수 있을 만큼 그에게서 충분히 멀리 떨어지기가 꽤 힘들기를 원했다.,fear
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,나는 또한 그들이 그녀의 침대에서 자는 동안 내 침대에서 자는 것이 매우 이상하지 않았다.,fear
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,나는 그냥 괜찮기를 바라서 오늘 일찍 그것에 대해 생각하고 있었는데 여기 모든 것이 갇혀서 쉴 새 없이 지내는 것이 나를 너무 궁핍하게 만들었다.,sadness
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,나는 살을 좀 빼서 지금까지 내가 입을 수 없었던 작은 치마에 맞을 수 있었다. 왜냐하면 나는 그것에 대해 자신감이 없었기 때문이다.,joy
